id,category,abm_dimensions,reference_dimensions,pixels_equal,abm_gt,reference_gt
TrainData2_13_sub_51,identical,536x140,536x140,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_13_sub_61,identical,285x110,285x110,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_13_sub_63,identical,337x109,337x109,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_13_sub_6,identical,480x84,480x84,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_13_sub_71,identical,331x167,331x167,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_13_sub_73,identical,530x109,530x109,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_13_sub_88,identical,292x113,292x113,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_13_sub_95,identical,293x104,293x104,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_13_sub_98,identical,457x227,457x227,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_13_sub_9,identical,198x92,198x92,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_14_sub_11,identical,537x118,537x118,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_14_sub_13,identical,537x224,537x224,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
TrainData2_14_sub_15,identical,416x95,416x95,true,( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 ),( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
TrainData2_14_sub_17,identical,695x113,695x113,true,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 },x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
TrainData2_14_sub_1,identical,281x78,281x78,true,x _ { 1 } + x _ { 2 } = x _ { 3 },x _ { 1 } + x _ { 2 } = x _ { 3 }
TrainData2_14_sub_20,identical,310x76,310x76,true,a + b + c + d + e,a + b + c + d + e
TrainData2_14_sub_29,identical,479x138,479x138,true,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } },x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
TrainData2_14_sub_33,identical,409x94,409x94,true,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
TrainData2_14_sub_39,identical,560x98,560x98,true,\sin x - \sin y - \sin ( x - y ),\sin x - \sin y - \sin ( x - y )
TrainData2_14_sub_41,identical,300x178,300x178,true,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta },\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
TrainData2_14_sub_43,identical,271x210,271x210,true,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha },\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
TrainData2_14_sub_46,identical,294x162,294x162,true,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 },\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
TrainData2_14_sub_51,identical,571x180,571x180,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_14_sub_61,identical,286x110,286x110,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_14_sub_63,identical,326x90,326x90,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_14_sub_6,identical,427x82,427x82,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_14_sub_71,identical,321x180,321x180,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_14_sub_73,identical,508x99,508x99,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_14_sub_88,identical,246x92,246x92,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_14_sub_95,identical,266x108,266x108,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_14_sub_98,identical,419x252,419x252,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_14_sub_9,identical,233x102,233x102,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_15_sub_11,identical,293x109,293x109,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_15_sub_13,identical,410x164,410x164,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
TrainData2_15_sub_15,identical,436x89,436x89,true,( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 ),( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
TrainData2_15_sub_17,identical,450x97,450x97,true,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 },x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
TrainData2_15_sub_1,identical,349x87,349x87,true,x _ { 1 } + x _ { 2 } = x _ { 3 },x _ { 1 } + x _ { 2 } = x _ { 3 }
TrainData2_15_sub_20,identical,275x81,275x81,true,a + b + c + d + e,a + b + c + d + e
TrainData2_15_sub_29,identical,387x128,387x128,true,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } },x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
TrainData2_15_sub_33,identical,374x104,374x104,true,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
TrainData2_15_sub_39,identical,532x102,532x102,true,\sin x - \sin y - \sin ( x - y ),\sin x - \sin y - \sin ( x - y )
TrainData2_15_sub_41,identical,307x149,307x149,true,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta },\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
TrainData2_15_sub_43,identical,224x168,224x168,true,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha },\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
TrainData2_15_sub_46,identical,254x133,254x133,true,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 },\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
TrainData2_15_sub_51,identical,377x147,377x147,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_15_sub_61,identical,252x108,252x108,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_15_sub_63,identical,274x98,274x98,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_15_sub_6,identical,369x91,369x91,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_15_sub_71,identical,299x159,299x159,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_15_sub_73,identical,389x100,389x100,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_15_sub_88,identical,259x88,259x88,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_15_sub_95,identical,225x95,225x95,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_15_sub_98,identical,343x197,343x197,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_15_sub_9,identical,144x89,144x89,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_16_sub_11,identical,344x125,344x125,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_16_sub_13,identical,541x276,541x276,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
TrainData2_16_sub_15,identical,373x86,373x86,true,( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 ),( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
TrainData2_16_sub_17,identical,536x96,536x96,true,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 },x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
TrainData2_16_sub_1,identical,254x79,254x79,true,x _ { 1 } + x _ { 2 } = x _ { 3 },x _ { 1 } + x _ { 2 } = x _ { 3 }
TrainData2_16_sub_20,identical,286x79,286x79,true,a + b + c + d + e,a + b + c + d + e
TrainData2_16_sub_29,identical,370x144,370x144,true,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } },x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
TrainData2_16_sub_33,identical,428x106,428x106,true,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
TrainData2_16_sub_39,identical,589x93,589x93,true,\sin x - \sin y - \sin ( x - y ),\sin x - \sin y - \sin ( x - y )
TrainData2_16_sub_41,identical,391x216,391x216,true,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta },\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
TrainData2_16_sub_43,identical,368x220,368x220,true,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha },\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
TrainData2_16_sub_46,identical,321x166,321x166,true,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 },\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
TrainData2_16_sub_51,identical,531x203,531x203,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_16_sub_61,identical,227x119,227x119,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_16_sub_63,identical,260x109,260x109,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_16_sub_6,identical,393x101,393x101,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_16_sub_71,identical,502x234,502x234,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_16_sub_73,identical,382x99,382x99,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_16_sub_88,identical,274x84,274x84,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_16_sub_95,identical,280x106,280x106,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_16_sub_98,identical,391x234,391x234,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_16_sub_9,identical,187x98,187x98,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_17_sub_11,identical,510x121,510x121,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_17_sub_13,identical,560x169,560x169,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
TrainData2_17_sub_15,identical,516x101,516x101,true,( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 ),( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
TrainData2_17_sub_17,identical,697x92,697x92,true,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 },x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
TrainData2_17_sub_1,identical,450x79,450x79,true,x _ { 1 } + x _ { 2 } = x _ { 3 },x _ { 1 } + x _ { 2 } = x _ { 3 }
TrainData2_17_sub_20,identical,362x75,362x75,true,a + b + c + d + e,a + b + c + d + e
TrainData2_17_sub_29,identical,453x151,453x151,true,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } },x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
TrainData2_17_sub_33,identical,460x109,460x109,true,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
TrainData2_17_sub_39,identical,650x114,650x114,true,\sin x - \sin y - \sin ( x - y ),\sin x - \sin y - \sin ( x - y )
TrainData2_17_sub_41,identical,380x163,380x163,true,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta },\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
TrainData2_17_sub_43,identical,295x180,295x180,true,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha },\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
TrainData2_17_sub_46,identical,384x174,384x174,true,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 },\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
TrainData2_17_sub_51,identical,582x162,582x162,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_17_sub_61,identical,259x118,259x118,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_17_sub_63,identical,374x122,374x122,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_17_sub_6,identical,654x86,654x86,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_17_sub_71,identical,385x171,385x171,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_17_sub_73,identical,488x92,488x92,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_17_sub_88,identical,297x87,297x87,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_17_sub_95,identical,335x111,335x111,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_17_sub_98,identical,442x219,442x219,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_17_sub_9,identical,227x92,227x92,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_18_sub_11,identical,541x115,541x115,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_18_sub_13,identical,544x182,544x182,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
TrainData2_18_sub_15,identical,423x86,423x86,true,( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 ),( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
TrainData2_18_sub_17,identical,713x82,713x82,true,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 },x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
TrainData2_18_sub_1,identical,308x72,308x72,true,x _ { 1 } + x _ { 2 } = x _ { 3 },x _ { 1 } + x _ { 2 } = x _ { 3 }
TrainData2_18_sub_20,identical,304x73,304x73,true,a + b + c + d + e,a + b + c + d + e
TrainData2_18_sub_29,identical,425x162,425x162,true,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } },x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
TrainData2_18_sub_33,identical,459x95,459x95,true,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
TrainData2_18_sub_39,identical,556x90,556x90,true,\sin x - \sin y - \sin ( x - y ),\sin x - \sin y - \sin ( x - y )
TrainData2_18_sub_41,identical,444x207,444x207,true,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta },\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
TrainData2_18_sub_43,identical,247x163,247x163,true,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha },\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
TrainData2_18_sub_46,identical,306x152,306x152,true,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 },\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
TrainData2_18_sub_51,identical,532x168,532x168,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_18_sub_61,identical,346x114,346x114,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_18_sub_63,identical,321x105,321x105,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_18_sub_6,identical,450x86,450x86,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_18_sub_71,identical,396x175,396x175,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_18_sub_73,identical,528x104,528x104,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_18_sub_88,identical,264x93,264x93,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_18_sub_95,identical,255x99,255x99,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_18_sub_98,identical,359x209,359x209,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_18_sub_9,identical,193x91,193x91,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_19_sub_11,identical,463x126,463x126,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_19_sub_13,identical,683x178,683x178,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
TrainData2_19_sub_15,identical,450x90,450x90,true,( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 ),( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
TrainData2_19_sub_17,identical,584x87,584x87,true,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 },x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
TrainData2_19_sub_1,identical,389x79,389x79,true,x _ { 1 } + x _ { 2 } = x _ { 3 },x _ { 1 } + x _ { 2 } = x _ { 3 }
TrainData2_19_sub_20,identical,404x81,404x81,true,a + b + c + d + e,a + b + c + d + e
TrainData2_19_sub_29,identical,431x153,431x153,true,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } },x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
TrainData2_19_sub_33,identical,396x95,396x95,true,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
TrainData2_19_sub_39,identical,636x103,636x103,true,\sin x - \sin y - \sin ( x - y ),\sin x - \sin y - \sin ( x - y )
TrainData2_19_sub_41,identical,570x162,570x162,true,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta },\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
TrainData2_19_sub_43,identical,487x180,487x180,true,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha },\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
TrainData2_19_sub_46,identical,371x183,371x183,true,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 },\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
TrainData2_19_sub_51,identical,635x175,635x175,true,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
TrainData2_19_sub_61,identical,298x124,298x124,true,\int ( 2 ^ { x } - 3 e ^ { x } ) d x,\int ( 2 ^ { x } - 3 e ^ { x } ) d x
TrainData2_19_sub_63,identical,344x101,344x101,true,\frac { 1 } { a } F ( a x + b ) + C,\frac { 1 } { a } F ( a x + b ) + C
TrainData2_19_sub_6,identical,450x87,450x87,true,x _ { i } - x _ { i + 1 } + x _ { i + 2 },x _ { i } - x _ { i + 1 } + x _ { i + 2 }
TrainData2_19_sub_71,identical,441x147,441x147,true,\frac { \sin B + \sin C } { \cos B + \cos C },\frac { \sin B + \sin C } { \cos B + \cos C }
TrainData2_19_sub_73,identical,424x100,424x100,true,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
TrainData2_19_sub_88,identical,260x77,260x77,true,3 0 \times 2 9 x ^ { 2 8 },3 0 \times 2 9 x ^ { 2 8 }
TrainData2_19_sub_95,identical,260x97,260x97,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
TrainData2_19_sub_98,identical,434x219,434x219,true,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x },\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
TrainData2_19_sub_9,identical,183x103,183x103,true,\sqrt { b ^ { 2 } - 4 a c },\sqrt { b ^ { 2 } - 4 a c }
TrainData2_1_sub_11,identical,553x131,553x131,true,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } },\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
TrainData2_1_sub_13,identical,655x259,655x259,true,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z },\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
